url,character,full_description,clothing_description
https://mario.fandom.com/wiki,Shiverian,"
Shiverians are round, white furry creatures that loosely resemble seals. They all wear a wool cap and pants of a similar look.

",a wool cap and pants of a similar look
https://mario.fandom.com/wiki,Rebbi,"
Rebbi is a [[Nimbi]] that wears a red robe. He also has zig-zag hair and a mustache.
",a red robe zig-zag hair and a mustache
https://mario.fandom.com/wiki,Red (Super Paper Mario),"
Red resembles [[Mario]] in appearance being a short, chubby man (a [[Flip-Flopian]] to be exact) that wears a red shirt.

",a red shirt
https://mario.fandom.com/wiki,Whibbi,"
Whibbi is an older [[Nimbi]] that has a very long mustache. He also wears a light blue robe.
",a very long mustache a light blue robe
https://mario.fandom.com/wiki,Dyna and Mite,"
Dyna is a female mole that wears a polkadot bow while Mite is often seen in a small bag behind Dyna.

",a polkadot bow
https://mario.fandom.com/wiki,Frogfucius,"
Frogfucius is an elderly frog with a large, white beard.  He also wears a strange, purple hat.

","a large, white beard a strange, purple hat"
https://mario.fandom.com/wiki,Frogfucius' Student,"
Frogfucius' Student is a frog that wears a purple hat and a purple scarf.

",a purple hat and a purple scarf
https://mario.fandom.com/wiki,King Nimbus,"
King Nimbus is a Nimbus that has brown hair and a brown mustache. He also wears fancy blue clothes symbolzing his status as royalty.

",brown hair and a brown mustache fancy blue clothes symbolzing his status as royalty
https://mario.fandom.com/wiki,Royal Bus Driver,"
The Royal Bus Driver is a [[Lakitu]] that wears large glasses and a green cap.

",large glasses and a green cap
https://mario.fandom.com/wiki,Sergeant Flutter,"
Sergeant Flutter is a grey-shelled [[Koopa Paratroopa|Sky Troopa]] that wears a helmet and goggles.

",a helmet and goggles
https://mario.fandom.com/wiki,Stairface Ogre,"
Stairface Ogres, different from their initial incarnation in ''[[Super Mario 64]]'', are large, stone enemies that resemble hideous, gigantic ogre-like creatures with sharp claws, wild hair, and two long horns growing from their heads. They are humanoid for the most part, but occasionally, they are shown with unnatural features such as odd numbers of eyes or extra fingers and toes. Their skin may be any number of colors, but red and blue are particularly common.

They are often depicted wearing tiger-skin loincloths and carrying iron clubs called kanabō (金棒).

","stone sharp claws, wild hair, and two long horns growing from their heads eyes or extra fingers and toes tiger iron"
https://mario.fandom.com/wiki,Cosmic Wario,"
Cosmic Wario wears a space helmet and silver space clothes. It should also be noted that Wario wears his traditional ""W"" cap underneath his helmet making this the only form in the game where Wario is seen with his ""W"" cap.

","a space helmet and silver space clothes his traditional ""W"" cap his helmet his ""W"" cap"
https://mario.fandom.com/wiki,Sparky Wario,"
Out of all of Wario's disguises in this game, Sparky Wario is the one certainty resembles a superhero the most. In this form, Wario wears blue tights and yellow gloves. His hair also makes a change in which it turns yellow and becomes spiky.

",blue tights and yellow gloves His hair
https://mario.fandom.com/wiki,Captain Wario (Wario: Master of Disguise),"
Wario as Captain Wario wears a pirate hat on his head wears goggles with a snorkel. His body is hidden inside of his submarine that is silver in color and has images of a skull and a ""W"" on it.

","a pirate hat on his head goggles a skull and a ""W"""
https://mario.fandom.com/wiki,Steward,"

The Steward appears to be a tall blue ghost. He wears magenta-colored bellhop clothes which includes a magenta bellhop hat and a magenta bellhop suit with blue shoulderpads as well as blue and gold striped ends on his sleeves. In the lobby, he was wearing a purple mask behind his table. He will ask the player if they want to check in. He will also lead Luigi and the others to the fifth floor with Hellen Gravely.

[[File:Steward_in_lobby.png|thumb|Steward in the Grand Lobby]]

",magenta-colored bellhop clothes which includes a magenta bellhop hat and a magenta bellhop suit with blue shoulderpads as well as blue and gold his sleeves a purple mask behind his table
https://mario.fandom.com/wiki,Twirling Goob,"
Twirling Goobs are Goobs that wear ballerina tutus and masquerade masks. They appear on the fourth floor of the Last Resort, which is the Great Stage. They are summoned by [[Amadeus Wolfgeist]]. Amadeus will be enraged if all of the Twirling Goobs are sucked up. 

",
https://mario.fandom.com/wiki,Kruller,"

Kruller appears as a purple ghost wearing sun glasses and police uniform. He has blue eyes behind his sun glasses and black hair under his hat.

",sun glasses and police uniform blue eyes his sun glasses and black hair his hat
https://mario.fandom.com/wiki,Chef Soulfflé,"
Chef Soulfflé appears to be the Chef of the Mezzanine kitchen which is on the second floor. He is wearing a chef's hat and shirt. He holds a pan in his right hand. The color of his hair and beard is brown, his eyes are blue.
",a chef's hat and shirt his hair and beard his eyes
https://mario.fandom.com/wiki,"Nikki, Lindsey &amp; Ginny","

Nikki, Lindsey and Ginny are three purple magician ghosts with blonde hair and white eyes. They are all wearing dark purple clothes, and they all have at least one pony tail.

",blonde hair and white eyes dark purple clothes at least one pony tail
https://mario.fandom.com/wiki,Dr. Potter,"

Dr. Potter appears to be a green ghost with bushy white eyebrows, eyes and beard. He is wearing a yellow hat with a flower, brown glasses and coat, and bringing a backpack.

","eyes and beard a yellow hat a flower, brown glasses and coat, a backpack"
https://mario.fandom.com/wiki,Clem,"

Clem wears mechanic gear, he has a purple body, blond hair and eyebrows with yellow eyes and a yellow inner mouth. He wears blue cap and shirt with green gloves.

",mechanic gear blond hair and eyebrows with yellow eyes and a yellow inner mouth blue cap and shirt with green gloves
https://mario.fandom.com/wiki,DJ Phantasmagloria,"
Phantasmagloria appears to be the music DJ of The Last Resort, she has light hot pink skin and wears a red afro containing her short black hair underneath which is used to protect her glowing monochromatic eyes from the Strobulb, as well as red lipstick and a purple skirt, plus purple earings, blue bracelets and blue headphones on her neck. She also has a red sleeveless tank top that lack straps in the vein of a tube top.

","a red afro containing her short black hair underneath which is used to protect her glowing monochromatic eyes from the Strobulb, as well as red lipstick and a purple skirt, plus purple earings, blue bracelets and blue headphones on her neck a red sleeveless tank top that lack straps in the vein of a tube top"
https://mario.fandom.com/wiki,Johnny Deepend,"

Johnny Deepend appears to be a swimming athlete wearing green swimsuit and swimming cap with a pair of goggles. He has pink skin.

",green swimsuit and swimming cap goggles
https://mario.fandom.com/wiki,Disco Goob,"
Disco Goobs differ in their appearance to their normal counterparts. Each of them wears a red hoodie and red sweat pants. Their hoodies have a grey cord around the neck.

",their normal counterparts a red hoodie and red sweat pants a grey cord around the neck
https://mario.fandom.com/wiki,Swabbie Goob,"

Swabbie Goobs are Goobs wearing pirate-themed clothing. Same as regular Goobs, both kinds of ghost have white eyes and mouth. Swabbie Goobs act in the same way as Goobs.

",pirate-themed clothing white eyes and mouth
https://soulcalibur.fandom.com/wiki,Nightmare,"
True to his nickname, Nightmare appears as a dark figure covered in dark blue armor that covers most of his body. His prominent feature is his right arm, which has been twisted and transformed into a large three-digit claw whose flesh overlaps his entire right arm and shoulder. He is depicted with Soul Edge in his left hand, symbolizing his polarity with [[Siegfried]]. Over the years, his appearance has progressively grown more and more demonic, as influenced by the state of Soul Edge himself. During the events of ''Soulcalibur'', he was simply a suit of armor with a giant arm and horned helmet. In ''Soulcalibur II'', Nightmare's armor changes design, now sporting long red hair from the back with bat wing-like ornaments on the sides replacing the horn. With a body to call his own at last, Nightmare returned to a suit similar to his original ''Soulcalibur'' variant, although slightly re-vamped, in ''Soulcalibur III'', with the claw having stretched over his chest plate, possessing a rudimentary jaw lined with sharp teeth both on his shoulder and chest.

As of ''Soulcalibur IV'', Nightmare seems to have degraded into a body of dark energy. What was once flesh has now fully transformed into a compound of metal and bone. The mouth covering the chestplate from before has split open around his entire waist, connecting the legs and torso with a torrent of evil energy. The armor appears fused to his claw and much more metallic in appearance. No longer using Siegfried, the alternate costumes are much more severe in mutation. His alternate outfit in ''Soulcalibur IV'' displays traits similar to [[Night Terror]].

Following the destruction of the original Nightmare, Soul Edge obtains a new host in ''Soulcalibur V'', resulting in the rise of a new Nightmare. His design returns to a more traditional look best likened to his appearance in ''Soulcalibur II''. He retains the long horn on his helmet from his other designs, and both the horn and parts of his arm display a menacing orange glow. Despite having a new host, he retains his fighting style from past games. Soul Edge, like Nightmare himself, has also reverted to a design more like its appearance in earlier titles, despite having a different official design for the game. In Legendary Souls, the ''Soulcalibur IV'' version of Nightmare appears as one of the opponents, albeit the dark energy and smoke being replaced with flames, resembling [[Inferno]] to an extent.

In ''Soulcalibur VI'', Nightmare is given a redesign from his ''Soulcalibur'' appearance, not only featuring yellow trims from his later designs, but now having upward-facing fins on his helmet and his breastplate being pointed. He also now wears a cape, similar to an art render from ''Soulcalibur''&lt;nowiki&gt;'&lt;/nowiki&gt;s Art Gallery. As the game features battle damage, Nightmare's helmet can be knocked off, revealing Siegfried's face and shoulder-length blond hair underneath, though his eyes continue to produce the same glow.

In the spin off ''Soulcalibur Legends'', Nightmare's appearance is taken from ''Soulcalibur III'' but it noticeably more demonic, with his greaves having developed talons and his right leg having taken on the form of a large jaw, similar to his right shoulder.

","dark blue armor that covers most of his body a large three-digit claw whose flesh overlaps his entire right arm and shoulder a suit of armor with a giant arm horned helmet armor long red hair bat wing-like ornaments on the sides replacing the horn a suit similar to his original ''Soulcalibur'' variant the claw flesh bone the chestplate The armor his claw and much more metallic the alternate costumes His alternate outfit in ''Soulcalibur IV'' the long horn his helmet from his other designs both the horn and parts of his arm yellow trims upward-facing fins on his helmet his breastplate a cape, similar to an art render from ''Soulcalibur''&lt;nowiki&gt;'&lt;/nowiki&gt;s Art Gallery Nightmare's helmet Siegfried's face and shoulder-length blond hair his eyes his greaves developed talons and his right leg"
https://soulcalibur.fandom.com/wiki,Raphael,"
Raphael appears as a fairly young man of French noble descent, having blue eyes and shoulder-length blonde hair. In his first appearance, he wore an indigo jacket with black lining and red inner workings, matching gloves and black pants with red highlights. Tied around his waist is a long red sash. In ''Soulcalibur III'', the influence of [[Soul Edge]] had changed his body to resemble something of a vampire, featuring paler skin and red coloured eyes, part of his hair swept up with another styled in a fringe that covers half his face, and a slightly more muscular build. He then wore a green jacket with a collared cape, both which feature red inner workings and gold lining with an armor plate beneath. In ''Soulcalibur IV'', he wore a mostly black ensemble featuring a two-tailed high-collared coat with gold lining and an elaborate white frill decorating with a bat emblem on it, making him resemble [[w:c:castlevania:Castlevania Wiki|Castlevania]]'s [[w:c:castlevania:Alucard|Alucard]]. His eyes remained red.

As of ''Soulcalibur V'', it appears he has not aged at all. The outfit he is wearing has a very similar silhouette to his ''Soulcalibur II'' costume with the addition of a black wide-brimmed hat. He also wears his bat ornaments upside down. The reason for this is still unknown and might never be explained, but it can be surmised the wide-brimmed hat is in reference to the [http://en.wikipedia.org/wiki/Vampire_Hunter_D Vampire Hunter D] artwork done by [http://finalfantasy.wikia.com/wiki/Yoshitaka_Amano Yoshitaka Amano]. Like D, Raphael is vampiric in nature and, as of ''Soulcalibur V'', can be assumed to be a tormented figure.

","blue eyes and shoulder-length blonde hair an indigo jacket with black lining and red inner workings gloves and black pants with red highlights a long red sash red coloured eyes his hair a fringe that covers half his face a green jacket a collared cape, both which feature red inner workings and gold lining with an armor plate beneath a two-tailed high-collared coat gold lining a bat emblem on it His eyes The outfit he is wearing a very similar silhouette his ''Soulcalibur II'' costume a black wide-brimmed hat his bat ornaments upside down the wide-brimmed hat"
https://soulcalibur.fandom.com/wiki,Link,"
Link's appearance is one of transcendence, not appearing as one entity but an entire line of heroes. The Link in this game is based on the iconic Hero of Time from ''Ocarina of Time''. As such, he appears as a young man with blonde hair with bangs framing his face and blue eyes. His ears are long and pointed, a common trait among Hylians. As per tradition, he wears a long, green floppy hat and a matching tunic along with white stocks and brown boots. Though a minute detail, he wears a pair of blue earrings. His alternate costumes are palette swaps of his original outfit based on appearances in other ''Zelda'' games. He has the the most secondary outfits out of any character in the [[soul series]] within one game. His red attire is taken from both the Goron Tunic of ''Ocarina of Time,'' the blue one is taken from both the Blue Mail from ''A'' ''Link to the Past'' and Zora Tunic in ''Ocarina of Time,'' which in the SNES game was the first defense upgrade and in the N64 title gave him the ability to breathe underwater. The violet one is taken from the Blue Ring's effect from the original NES game which was the first defense upgrade.

","blonde hair with bangs framing his face and blue eyes a long, green floppy hat and a matching tunic along with white stocks and brown boots blue earrings His alternate costumes his original outfit the the most secondary outfits out of any character in the [[soul series] His red attire"
https://soulcalibur.fandom.com/wiki,Heihachi Mishima,"
Heihachi appears as an aged man with impressive muscular stature. Appearing post ''Tekken 2'', Heihachi has long white balding hair that spikes upward, features thick eyebrows and facial hair. His skin is covered in scars to demonstrate the battles he has been through. His primary attire consists a stylized blue hakama with gold markings and a shirt tied around his waist. Many of his appearances feature him wearing a sleeveless black gi with a tiger head sewn in and geta which is used here as his secondary costume.

",long white balding hair that spikes upward facial hair His primary attire gold a shirt tied around his waist tiger his secondary costume
https://soulcalibur.fandom.com/wiki,Inferno,"
In his first appearance, in [[Soul Edge (game)|Soul Blade]], Inferno appeared similar to [[Cervantes/Original Timeline|Cervantes]], wearing the same chestplate, jacket, boots and gloves, but the rest of his body was entirely composed of purple flames and his head was a devilish skull. His alternate color schemes include traditional orange flames, blue flames, and green flames.

In [[Soulcalibur]], he returns the fiery composite appearance but his head has taken on a half-dome shape and has developed hardened limbs with claws and two-toed talons with electricity surging around them. This is finished off by what appears to be a scarf of fire on his back. Following the console version, this was removed. As a playable character however, he is given a flexible, somewhat metallic sheen, as if to appear as crystallized magma, due to processing problems that prevented the original version from being playable.

In [[Soulcalibur II]], he is given a more tangible appearance with his entire body being a composite of bone and exposed flesh and is as tall as [[Astaroth/Original|Astaroth]] In his head and chest is [[Soul Calibur]] herself lodged deep within his body. Transformed by Inferno's influence, she contains an eye and wings sprouting from above the hilt. Flames still cover his entire body but they can now be knocked off although they will still linger on.

In [[Soulcalibur III#Soulcalibur III: Arcade Edition|Soulcalibur III: Arcade Edition]], his flames are still red in color, he has Metallic Feet, Metallic Shin Guards, Metallic Armor, Metallic Gauntlets and Metallic Skullheads.

In Soulcalibur VI, he features a mixture of his Soulcalibur and Soulcalibur II designs as a tall demonic skeletal monster with crimson flames engulfing his body. He also has a fully defined skull with glowing eyes and horns.

","the same chestplate, jacket, boots and gloves a devilish skull claws and two-toed talons with electricity surging around them a scarf of fire bone flesh wings Flames still cover his entire body but they can now be knocked off although they will still linger on.

 a fully defined skull with glowing eyes and horns"
https://soulcalibur.fandom.com/wiki,Kilik,"
Kilik is a fair-skinned young man with a slim but well built physique, medium-length brown hair and brown eyes, possessing a distinct V-shaped scar on his left cheek. In his first appearance, he wore black and red sleeves and a pair of red pants with blue belts tied around his legs and a tattered cloth flowing from his belt. He wore the Dvapara-Yuga as his only article of clothing on his upper body, slung around his chest.

In ''Soulcalibur II'', he dons a red coat and brown pants. He still wears the Dvapara-Yuga, but it has been reduced to a pendant worn around his neck after his fight with Nightmare

In ''Soulcalibur III'', he dons an outfit similar to his first appearance but with the addition of a single pauldron, bright blues added to his palette and bird-like decorations on his pants

In ''Soulcalibur IV'', Kilik takes on a more regal appearance with a predominantly blue uniform featuring phoenix decals and four coattails, meant to invoke a bird's tail feathers.

In ''Soulcalibur V'', Kilik retains the lower half of his ''IV'' outfit, but wear a golden breastplate and mask that covers the upper half of his face.

In ''Soulcalibur VI'', he is slightly redesigned from his original ''Soulcalibur'' appearance, featuring the return of the original Dvapara-Yuga and more clothing to cover the left side of his body. When taken over by the Evil Seed's influence, his hair grows long and wild, his skin turns pale with glowing markings and his eyes gold.

","a slim but well built physique, medium-length brown hair and brown eyes a distinct V-shaped scar black and red sleeves and a pair of red pants with blue belts tied around his legs and a tattered cloth flowing from his belt clothing a red coat and brown pants a pendant worn around his neck an outfit similar to his first appearance but a single pauldron his palette and bird-like decorations on his pants

 a predominantly blue uniform featuring phoenix decals and four coattails a bird's tail feathers his ''IV'' outfit a golden breastplate mask that covers the upper half of his face the original Dvapara-Yuga and more clothing to cover the left side of his body his hair his eyes gold"
https://soulcalibur.fandom.com/wiki,Seong Mi-na,"
She has dark brown hair, rosy pale skin, light amber brown eyes, a physically built body and is taller than most Korean women from her time period.  She also wears a bra top and a loincloth reaching down to her shins.

","dark brown hair, rosy pale skin, light amber brown eyes, a physically built body a bra top and a loincloth reaching down to her shins"
https://soulcalibur.fandom.com/wiki,Yoda,"
Yoda appears as a dwarf-like humanoid with balding white hair, green skin, eyes and long ears. His hands feature long nails and instead of feet, features digitrade talons. His attire is based on the prequel trilogy, wearing a flowing light robe made of a silk-like material and a darker uniform. His secondary outfit recolors the robe to a brown shade, matching his appearance from the original trilogy.

",white hair eyes and long ears long nails digitrade talons His attire a flowing light robe made of a silk-like material and a darker uniform His secondary outfit the robe
https://soulcalibur.fandom.com/wiki,The Apprentice,"
The Apprentice appears as a fair-skinned man with dark shaved hair and brown eyes. His attire is that of his light training gear from the first game. As such, he appears wearing a tattered combat uniform featuring many bands of fabric tightly wrapped around his limbs and fingerless gloves.

",dark shaved hair and brown eyes His attire his light training gear from the first game a tattered combat uniform featuring many bands of fabric fingerless gloves
https://soulcalibur.fandom.com/wiki,Algol,"
In his debut appearance, he appeared as a man of peak Olympian physique, thick eyebrows and long, black hair tied together in a set of accented braids each ending in a sharp hair piece. Ancient tattoos were also adorned on his torso and he bore a large scar on the left side of his face. Following his resurrection, his hair became a pure white and his eyes became a glowering yellow and also possessed long fingernails while his hands constantly emit a red and blue aura, right and left, respectively, due to the power of [[Soul Edge]] and [[Soul Calibur]] coursing through his veins. His arms also bear distinct large scars which open up to reveal the weapons hidden in his body. He can also change his hands into the forms of Soul Edge and Soul Calibur as well as a pair of energy cannons. Design-wise, Algol was designed in mind to be a character whose wardrobe was so ancient that it was not recorded in history. As such he wore a dark breastplate, bird-shaped shoulder pads, a long scaled fauld with a thick drape of cloth lined by various ancient characters and talon grieves and a pair of bracelets. The outfit is complete with a long scarf tied around his neck with the majority of it hanging behind his back. Combined with the weapon structures in his body, he overall invokes an apt bird-like theme to compliment his ancient nature.

Following ''Soulcalibur V'', Algol has done away with his armor to show off his full physique and wears a similar cloth with a much lighter shade and shows his feet possessing talons, as well as having darker skin than he did in ''Soulcalibur IV''.
",black hair accented braids hair Ancient tattoos a large scar on the left side of his face his hair his eyes long fingernails the weapons hidden in his body a dark breastplate cloth bracelets The outfit a long scarf tied around his neck with the majority of it hanging behind his back his armor a similar cloth talons
https://soulcalibur.fandom.com/wiki,Colossus,"
He is a giant stone statue that's sculpted to look like a man with thick hair and beard. Colossus wears a toga, and carries a giant stone sword and shield. He does not speak or make noises. Once he dies, he will collapse and if the player is standing in front or under him, he will fall down onto the player crushing and killing them. This results in an automatic failure on the players part.

",stone thick hair and beard a giant stone sword and shield
https://soulcalibur.fandom.com/wiki,Kratos,"
Kratos appears as a man of impressive muscular stature with a large red tattoo on the left side of his body, golden-amber eyes and a black goatee. His ghost white texture is the result of an oracle embedding the ashes of his wife and child into his skin, both of whom he had killed himself. His attire consists of red fingerless gloves and toeless boots, both which are gold-plated and wears a tattered red cloth with yellow markings. His alternate outfit is the armor he wore at the beginning of ''God of War II'' during his tenure as the new titular being after having killed Ares prior.

",tattoo golden-amber eyes and a black goatee His attire red fingerless gloves and toeless boots gold a tattered red cloth His alternate outfit the armor he wore at the beginning of ''God of War II
https://soulcalibur.fandom.com/wiki,FanChar:The Lion Knight/Nero,"

Nero has a very grotesque appearance. Due to the curse inflicted upon him, he is immortal, but still ages, and the grave injuries he has sustained contribute even more to his horrible visage. He wears what appears to be remnants of standard Roman Gladiator Armor although cracked and rusted, and wears a black robe underneath. He uses a standard Gladiator Sword or ''Gladius'' named ''Răzbunare''. His skin has a very pale tone, with a greenish shade due to the rotting flesh. His neck bears a slit mark which is the reason for his raspy voice. Many cuts and injuries can be seen in his head and the visible parts of his arms. His 2P costume depicts him wearing the Gladiator Armor intact and without the robe, his skin is a normal Caucasian shade and his neck lacks the slit mark, although other injuries can be seen.

",his horrible visage black robe the rotting flesh His 2P costume the robe
https://soulcalibur.fandom.com/wiki,Fanchar: Tiaria (MKMaster93),"
She wears light green clothes, and uses Kunai. She is tall, but gentle. Has long green hair, green gloves, green eyes, green... everywhere. She is supposedbly to be ""One with nature.""
","light green clothes long green hair, green gloves, green eyes,"
https://soulcalibur.fandom.com/wiki,FanChar:Coolpinkey:Luna,"
Luna is the opposite of her sister with a white dress that flows when she attacks and dainty white shoes. She has the similar face of Raven but her eyes are untainted and remain blue. She wears a charm around her neck that is the symbol of her family and keeps her mind pure.
",a white dress that flows when she attacks and dainty white shoes her eyes
https://soulcalibur.fandom.com/wiki,FanChar:Erafael:Tenlo,"

Tenlo appears as an average 24 year old with messy brown hair, green eyes, tanned tone skin, and sleek muscles. He has a large scar on his back running in a diagonal line and a dragon tattoo from his travels. He wears brown traveling slacks and a green short sleeved shirt under a light but durable metallic tile chest armour. He also wears gauntlet gloves and light shoulder armour, all steel. In his head, he has a leather headband with blue and green gems. Around his waist he wears a belt to carry items and attach the scabards of his swords. He wears tabi socks and metals boots with small gems in them. He also wears his Queen's Guard outfit (his 2P costume), dressed in the navy and gold colors of the Despard family. More ornamented then his traveling knights clothes, he wears a long sleeved cotton navy shirt and navy samurai pants that has a gold pattern on them. He always wears light plated steel shoulder armour and steel gauntlets. He also wears tabi socks and steel boots to protect his feet. Because he must have a faster draw, he carries a slimmer broadsword with three emeralds in it and the hilt is tied to a ribbon belt to use as a second weapon or place aside easily.

When Tenlo is corrupted by the power of Soul Edge, not only his clothes but all attributes of him take a drastic change. His hair shortened and spiked, gelling back and becoming more organized. His armour became heavier, and more reddish brown colour His gauntlets grew spikes, as did his shoulder armour. His boots became heavier, with rings and spikes around them. A large bronze face plate covered his mouth, masking his voice. A long sleeved reddish brown shirt formed over black pants, with chains crossing over them in an X pattern. His voice deepened, his eyes turned orange, and even his broadsword changed, curving slightly and dulling on one edge. It lost its hilt as well, causing a more likely chance to injure its user.
","messy brown hair, green eyes, tanned tone skin, and sleek muscles a large scar on his back running in a diagonal line and a dragon tattoo from his travels brown traveling slacks and a green short sleeved shirt a light but durable metallic tile chest armour gauntlet gloves and light shoulder armour, all steel a leather headband with blue and green gems a belt his swords tabi socks and metals boots with small gems his Queen's Guard outfit (his 2P costume), dressed in the navy and gold colors of the Despard family his traveling knights clothes a long sleeved cotton navy shirt and navy samurai pants that has a gold pattern on them steel shoulder armour and steel gauntlets tabi socks and steel boots a ribbon belt to use as a second weapon or place aside easily When Tenlo is corrupted by the power of Soul Edge, not only his clothes but all attributes of him His hair His armour His gauntlets spikes his shoulder armour His boots rings and spikes around them bronze A long sleeved reddish brown shirt formed over black pants, with chains crossing over them in an X pattern. his eyes"
https://soulcalibur.fandom.com/wiki,FanChar:Ignaios:Ignaios,"
Ignaios is a short-hazelnut haired slim young man, who has small onyx-black eyes. He is rather medium-sized. It is said t[[File:Werewolf.jpg|left|thumb|Ignaio's wolf form]]hat he has the ability to swap between two forms (Human and wolf) at his own will.



Human form: He usually wears heavy black plate and mail armor, covered by a giant helm, although he sometimes uncovers his chest.

Wolf form: His body stays the same, although his head resembles that of a wolf. He still wears heavy armor, and he sometimes uncovers his chest

",small onyx-black eyes mail armor heavy armor
https://soulcalibur.fandom.com/wiki,FanChar:Orly12:Afrodille,"
Afrodille wears a her cults priestess cloak. A creamy brown torso, sleeve and hood with brown gloves, and a black dress that goes past her feet. She also wears her cults pendant, a circle to represent the tomb (Soul Edge) with a cross inside to represent the god. She has light skin, pale green eyes and black hair tied back into a bun.


","a her cults priestess cloak sleeve and hood with brown gloves, and a black dress that goes past her feet her cults pendant, pale green eyes and black hair a bun"
https://soulcalibur.fandom.com/wiki,Fanchar:Ignaios:Kitsune,"
Ignaryu is a half Japanese-half English man. His hair is of a yellowish-hazelnut tone. His eyes are just like his mother's: dark brown-ish. Although his father was Japanese, Kitsune does not show to seem Japanese.

About his armor, Kitsune likes to wear heavy pauldrons, leaving his body uncovered, or sometimes using breastplates. He sometimes uses eye patches on one of his eyes, although he is not blind. Another variable he uses is using a full helm instead of his patches.

Ignaryu also uses light pants, using either a leather belt or a tasset, and usually using plate boots.


","His hair His eyes his armor heavy pauldrons eye patches his eyes his patches light pants either a leather belt or a tasset, plate boots"
https://soulcalibur.fandom.com/wiki,FanChar:Erafael:Adelyn,"
Adelyn is an slightly shorter than average 22 year old female. She has a thin build that was honed and hardened through years of travel and manual work, but is not bulging with muscle, rather they are slim and sleek. She has blonde curls that rest on her shoulder and bluish-green eyes. She wears a steel breastplate over a teal coloured short sleeved traveling shirt. She wears wrist bands to cover her arms and a pair of black loose slacks. In her belt is her sheathed short sword, and her shield rests on her back. Tabi socks and tall leather boots cover her feet. Her sword has a black blade, with a silver hand guard and a wrapped and treated teal coloured cloth hilt. Her shield is steel, with a teal circle surrounding a silver circle encrusted with onyx and a gold scripted ""A"" in the center.

In her 2P outfit, her blonde hair is braided and she is dressed more extravagantly, like a noble. She wears a headband and mantle, with pauldon shoulder covers and leggings. She also wears a nicer, more formal shir and gloves. Her slacks are replaced with tighter trousers and she wears cotton socks and more formal boots. All are coloured in her family colors of Teal and Silver. Her sword is steel gray with a black leather hilt and golden hand guard. Her shield is still shaped in an upside down tear, but has her family colours of teal and silver in reversing quadrants with a golden swallow in the middle of the four quadrants.
","muscle blonde curls that rest on her shoulder and bluish-green eyes a steel breastplate over a teal coloured short sleeved traveling shirt wrist bands to cover her arms and a pair of black loose slacks her belt her sheathed short sword her shield Tabi socks and tall leather boots cover her feet. Her sword a black blade a wrapped and treated teal coloured cloth Her shield steel a gold scripted ""A"" in the center her 2P outfit her blonde hair a headband and mantle leggings gloves Her slacks tighter trousers cotton socks and more formal boots Her sword steel leather Her shield"
https://soulcalibur.fandom.com/wiki,FanChar:Convict,"
Convict, while in his original form, has a gray skull for a head, with a tan underside, where the jawbone would be. He wears a black suit with a white undershirt, with a red tie, and black dress shoes.

","a gray skull for a head a black suit a white undershirt a red tie, and black dress shoes"
https://soulcalibur.fandom.com/wiki,Natsu,"
Despite her Japanese name and origin, Natsu has golden blonde hair (this is explained in New Legends of Project Soul as being because of Arahabaki). She has a curious hairstyle consisting of multiple ponytails on the back of her head and she wears a shiny pink hair-clip decorated with feathers. Natsu wears a scarlet bodysuit with long sleeves and is protected by partial armor on her arms and hips. She has a liking to glittery pink items, as even her swords' handles are pink and their scabbards are decorated with pink stones. There is a red bandage tied around her right thigh and the feather motif is repeated on the back of her greaves. She has strings of shiny pink beads attached to her waist. Natsu's outfit is bird themed, possibly falcon, which is visible in the recurring feather ornaments and the decoration of her vambraces.

",golden blonde hair a curious hairstyle consisting of multiple ponytails on the back of her head hair feathers a scarlet bodysuit with long sleeves partial armor on her arms and hips her swords' a red bandage tied around her right thigh feather her greaves strings of shiny pink beads attached to her waist Natsu's outfit the recurring feather ornaments and the decoration of her vambraces
https://soulcalibur.fandom.com/wiki,Z.W.E.I.,"
Z.W.E.I. is a tall, handsome young man. He has slightly tanned skin, turquoise eyes and short black hair with silver patches. Over his bare torso he wears a ragged, dark purple sleeveless jacket with chains attached to it. On his hips he has two leather belts with buckles bearing werewolf symbols - mooncrests and a head of a wolf. He wears unbuttoned, tight, black leather pants. Both his boots and gloves are lined with fur. The wolf head crest is recurring exceptionally often in Z.W.E.I.'s outfit, being repeated on his gloves, boots, buckles of his belts and the plates attaching the chains to his coat. Additionally, Z.W.E.I. has a large mooncrest tattoo on his chest.

In the official artwork, the plates with the wolf head all bear the same number - XVIII. This wasn't implemented into the 3D model, however, due to the reduced size of the ornaments.

In general, Z.W.E.I.'s design is based on werewolf imagery.

","eyes and short black hair silver patches a ragged, dark purple sleeveless jacket with chains attached to it two leather belts with buckles bearing werewolf symbols - mooncrests and a head of a wolf unbuttoned, tight, black leather pants Both his boots and gloves fur The wolf head crest Z.W.E.I.'s outfit his gloves, boots, buckles of his belts and the plates attaching the chains to his coat tattoo the ornaments"
